Reason_1,Reason_2,Reason_3,Reason_4,Month Value,Day of the Week,Transportation Expense,Distance to Work,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours,Date
0,0,0,1,1,3,42,27,308.593,21,1,0,0,2,2016-01-21
0,0,0,1,1,3,10,37,308.593,28,1,0,0,2,2016-01-28
0,0,0,1,1,0,10,37,308.593,28,1,0,0,0,2016-01-25
0,0,0,1,1,1,26,28,308.593,24,1,1,2,1,2016-01-26
0,0,0,1,1,3,36,33,308.593,30,1,2,1,3,2016-01-28
0,0,0,1,2,4,42,27,302.585,21,1,0,0,1,2016-02-05
1,0,0,0,2,2,25,41,302.585,23,1,0,0,8,2016-02-03
1,0,0,0,2,2,51,38,302.585,31,1,0,0,8,2016-02-10
0,0,0,1,2,3,12,34,302.585,25,1,2,0,2,2016-02-11
0,0,0,1,2,3,29,33,302.585,25,1,2,2,8,2016-02-11
0,0,0,1,2,4,50,36,302.585,23,1,4,0,2,2016-02-12
0,0,0,1,2,4,36,33,302.585,30,1,2,1,8,2016-02-12
1,0,0,0,2,0,15,50,302.585,24,1,0,0,8,2016-02-08
1,0,0,0,2,1,15,50,302.585,24,1,0,0,8,2016-02-09
0,0,0,1,2,0,26,28,302.585,24,1,1,2,2,2016-02-15
0,0,0,1,2,1,26,28,302.585,24,1,1,2,2,2016-02-09
0,0,0,1,2,1,26,30,302.585,19,3,0,0,1,2016-02-16
0,0,0,1,2,1,42,27,302.585,21,1,0,0,8,2016-02-23
0,0,0,1,2,3,26,28,302.585,24,1,1,2,3,2016-02-25
0,0,1,0,2,0,16,28,302.585,25,2,0,0,8,2016-02-15
0,0,0,1,2,1,16,28,302.585,25,2,0,0,1,2016-02-16
0,0,0,1,2,2,26,28,302.585,24,1,1,2,1,2016-02-17
0,0,1,0,2,3,29,33,302.585,25,1,2,2,8,2016-02-25
0,0,0,1,3,1,50,32,343.25300000000004,23,1,0,0,2,2016-03-01
0,0,1,0,3,1,50,36,343.25300000000004,23,1,4,0,8,2016-03-01
0,0,1,0,3,1,27,29,343.25300000000004,22,1,0,0,3,2016-03-08
0,1,0,0,3,1,22,40,343.25300000000004,22,2,2,0,8,2016-03-15
0,0,0,1,3,2,31,40,343.25300000000004,25,1,1,1,8,2016-03-16
1,0,0,0,3,2,50,36,343.25300000000004,23,1,4,0,8,2016-03-02
1,0,0,0,3,3,26,30,343.25300000000004,19,3,0,0,8,2016-03-03
1,0,0,0,3,4,25,47,343.25300000000004,32,1,2,1,3,2016-03-04
1,0,0,0,3,4,50,36,343.25300000000004,23,1,4,0,40,2016-03-04
1,0,0,0,3,0,22,40,343.25300000000004,22,2,2,0,40,2016-03-07
1,0,0,0,3,0,12,34,343.25300000000004,25,1,2,0,16,2016-03-14
0,0,0,1,3,0,50,36,343.25300000000004,23,1,4,0,16,2016-03-21
1,0,0,0,3,1,12,34,343.25300000000004,25,1,2,0,8,2016-03-22
1,0,0,0,3,3,36,33,343.25300000000004,30,1,2,1,8,2016-03-24
1,0,0,0,3,3,22,40,343.25300000000004,22,2,2,0,8,2016-03-24
0,0,0,1,3,4,50,36,343.25300000000004,23,1,4,0,4,2016-03-25
0,0,0,1,3,4,26,28,343.25300000000004,24,1,1,2,1,2016-03-25
1,0,0,0,3,0,5,39,343.25300000000004,24,1,2,0,8,2016-03-28
1,0,0,0,3,1,51,38,343.25300000000004,31,1,0,0,24,2016-03-29
0,0,0,1,3,2,26,28,343.25300000000004,24,1,1,2,2,2016-03-30
1,0,0,0,3,0,26,28,343.25300000000004,24,1,1,2,8,2016-03-28
1,0,0,0,3,0,26,30,343.25300000000004,19,3,0,0,1,2016-03-28
1,0,0,0,3,1,26,28,343.25300000000004,24,1,1,2,8,2016-03-29
1,0,0,0,3,2,26,28,343.25300000000004,24,1,1,2,16,2016-03-30
1,0,0,0,3,2,51,38,343.25300000000004,31,1,0,0,3,2016-03-30
1,0,0,0,3,3,5,39,343.25300000000004,24,1,2,0,16,2016-03-17
0,0,0,1,3,4,26,28,343.25300000000004,24,1,1,2,2,2016-03-18
1,0,0,0,3,4,25,47,343.25300000000004,32,1,2,1,3,2016-03-25
0,0,0,1,3,0,26,28,343.25300000000004,24,1,1,2,1,2016-03-28
0,0,0,1,4,2,31,40,326.452,25,1,1,1,1,2016-04-06
0,0,0,1,4,2,26,28,326.452,24,1,1,2,1,2016-04-13
0,0,0,1,4,1,12,34,326.452,25,1,2,0,1,2016-04-12
1,0,0,0,4,2,25,41,326.452,23,1,0,0,24,2016-04-13
0,0,0,1,4,3,12,34,326.452,25,1,2,0,1,2016-04-14
0,0,0,1,4,4,26,28,326.452,24,1,1,2,2,2016-04-15
0,0,0,1,4,4,50,36,326.452,23,1,4,0,4,2016-04-15
1,0,0,0,4,2,51,38,326.452,31,1,0,0,24,2016-04-06
0,0,0,1,4,3,13,50,326.452,31,1,1,0,1,2016-04-07
0,0,0,1,4,4,31,40,326.452,25,1,1,1,3,2016-04-08
1,0,0,0,4,4,25,41,326.452,23,1,0,0,8,2016-04-08
0,0,0,1,4,4,31,40,326.452,25,1,1,1,1,2016-04-22
0,0,0,1,4,4,25,47,326.452,32,1,2,1,8,2016-04-29
0,0,1,0,4,4,50,36,326.452,23,1,4,0,56,2016-04-29
0,0,1,0,4,1,36,33,326.452,30,1,2,1,8,2016-04-26
1,0,0,0,4,2,12,34,326.452,25,1,2,0,24,2016-04-27
0,0,1,0,4,2,49,36,326.452,21,1,2,4,8,2016-04-27
1,0,0,0,4,3,36,33,326.452,30,1,2,1,16,2016-04-28
1,0,0,0,4,4,11,37,326.452,29,3,1,1,3,2016-04-08
0,0,0,0,4,0,29,48,326.452,33,1,1,5,0,2016-04-04
1,0,0,0,5,2,36,33,378.884,30,1,2,1,8,2016-05-04
0,0,0,1,5,3,12,34,378.884,25,1,2,0,2,2016-05-05
0,0,0,1,5,0,12,34,378.884,25,1,2,0,1,2016-05-02
0,0,1,0,5,1,51,38,378.884,31,1,0,0,8,2016-05-03
0,0,1,0,5,1,26,28,378.884,24,1,1,2,8,2016-05-03
1,0,0,0,5,2,42,27,378.884,21,1,0,0,4,2016-05-11
0,0,0,1,5,0,12,34,378.884,25,1,2,0,2,2016-05-09
1,0,0,0,5,1,51,38,378.884,31,1,0,0,1,2016-05-10
1,0,0,0,5,2,36,33,378.884,30,1,2,1,24,2016-05-04
0,0,0,0,5,2,5,39,378.884,24,1,2,0,0,2016-05-11
0,0,0,0,5,2,16,28,378.884,25,2,0,0,0,2016-05-18
0,0,0,0,5,2,49,36,378.884,21,1,2,4,0,2016-05-25
0,0,0,0,5,2,15,50,378.884,24,1,0,0,0,2016-05-25
1,0,0,0,5,1,51,38,378.884,31,1,0,0,1,2016-05-24
1,0,0,0,5,2,13,50,378.884,31,1,1,0,24,2016-05-11
0,0,0,1,5,4,52,28,378.884,27,1,1,4,8,2016-05-27
0,0,1,0,6,0,25,41,377.55,23,1,0,0,8,2016-06-06
0,0,0,1,6,0,52,28,377.55,27,1,1,4,8,2016-06-13
1,0,0,0,6,1,25,41,377.55,23,1,0,0,24,2016-06-14
0,0,0,1,6,3,31,40,377.55,25,1,1,1,4,2016-06-16
1,0,0,0,6,4,25,41,377.55,23,1,0,0,8,2016-06-17
1,0,0,0,6,0,51,38,377.55,31,1,0,0,8,2016-06-13
0,0,0,1,6,0,12,34,377.55,25,1,2,0,4,2016-06-20
1,0,0,0,6,0,25,41,377.55,23,1,0,0,8,2016-06-27
1,0,0,0,6,2,13,50,377.55,31,1,1,0,8,2016-06-29
1,0,0,0,6,4,11,37,377.55,29,3,1,1,16,2016-06-03
0,0,0,1,6,1,13,50,377.55,31,1,1,0,1,2016-06-07
1,0,0,0,6,2,13,50,377.55,31,1,1,0,80,2016-06-08
0,0,0,1,6,3,49,36,377.55,21,1,2,4,8,2016-06-09
1,0,0,0,6,4,51,38,377.55,31,1,0,0,2,2016-06-10
0,0,0,1,6,0,48,49,377.55,36,1,0,2,2,2016-06-20
0,0,0,1,6,3,26,28,377.55,24,1,1,2,2,2016-06-30
0,0,1,0,7,1,12,34,275.312,25,1,2,0,16,2016-07-05
1,0,0,0,7,2,13,50,275.312,31,1,1,0,8,2016-07-06
1,0,0,0,7,4,10,37,275.312,28,1,0,0,8,2016-07-08
0,0,0,1,7,4,10,37,275.312,28,1,0,0,4,2016-07-08
0,0,0,1,7,1,16,28,275.312,25,2,0,0,8,2016-07-12
0,0,1,0,7,3,26,30,275.312,19,3,0,0,8,2016-07-14
0,0,0,1,7,4,12,34,275.312,25,1,2,0,2,2016-07-15
1,0,0,0,7,0,16,28,275.312,25,2,0,0,8,2016-07-18
1,0,0,0,7,1,16,28,275.312,25,2,0,0,8,2016-07-19
0,0,0,1,7,0,27,29,275.312,22,1,0,0,3,2016-07-18
0,0,0,1,7,1,52,28,275.312,27,1,1,4,8,2016-07-19
0,0,0,1,7,2,36,33,275.312,30,1,2,1,8,2016-07-20
0,0,0,1,7,3,51,38,275.312,31,1,0,0,8,2016-07-21
0,0,1,0,7,0,36,33,275.312,30,1,2,1,32,2016-07-11
0,0,1,0,7,3,36,33,275.312,30,1,2,1,8,2016-07-14
0,0,0,0,7,3,50,36,275.312,23,1,4,0,0,2016-07-21
0,0,1,0,8,3,36,33,265.615,30,1,2,1,8,2016-08-04
0,0,1,0,8,3,27,29,265.615,22,1,0,0,3,2016-08-11
0,0,0,1,8,6,36,33,265.615,30,1,2,1,1,2016-08-07
0,0,1,0,8,0,14,58,265.615,22,1,2,1,8,2016-08-08
1,0,0,0,8,2,26,43,265.615,25,1,2,1,1,2016-08-10
1,0,0,0,8,2,26,43,265.615,25,1,2,1,2,2016-08-10
0,0,0,1,8,3,50,36,265.615,23,1,4,0,4,2016-08-11
0,0,0,1,8,0,36,33,265.615,30,1,2,1,4,2016-08-08
0,0,0,1,8,1,25,47,265.615,32,1,2,1,1,2016-08-09
1,0,0,0,8,2,11,33,265.615,25,2,0,0,8,2016-08-10
0,0,0,1,8,2,26,30,265.615,19,3,0,0,1,2016-08-10
1,0,0,0,8,2,13,50,265.615,31,1,1,0,3,2016-08-10
0,0,0,1,8,6,25,47,265.615,32,1,2,1,2,2016-08-14
0,0,0,1,8,0,11,37,265.615,29,3,1,1,1,2016-08-15
0,0,0,1,8,2,13,50,265.615,31,1,1,0,1,2016-08-17
0,0,1,0,8,2,11,37,265.615,29,3,1,1,8,2016-08-24
1,0,0,0,8,0,52,28,265.615,27,1,1,4,8,2016-08-08
1,0,0,0,8,1,42,27,265.615,21,1,0,0,8,2016-08-30
1,0,0,0,9,0,51,38,294.217,31,1,0,0,8,2016-09-05
0,0,0,1,9,4,51,38,294.217,31,1,0,0,3,2016-09-09
0,0,1,0,9,2,36,33,294.217,30,1,2,1,24,2016-09-07
0,0,0,0,9,3,20,43,294.217,38,1,1,0,0,2016-09-08
1,0,0,0,9,0,25,41,294.217,23,1,0,0,16,2016-09-12
0,0,0,1,9,1,31,40,294.217,25,1,1,1,3,2016-09-13
0,0,0,0,9,1,35,39,294.217,35,1,2,2,0,2016-09-13
0,0,0,0,9,1,50,32,294.217,23,1,0,0,0,2016-09-13
1,0,0,0,9,2,51,38,294.217,31,1,0,0,8,2016-09-14
1,0,0,0,9,2,25,41,294.217,23,1,0,0,32,2016-09-14
0,0,0,1,9,3,51,38,294.217,31,1,0,0,1,2016-09-15
0,0,0,1,9,4,31,40,294.217,25,1,1,1,4,2016-09-16
0,0,0,1,9,4,50,36,294.217,23,1,4,0,4,2016-09-16
0,0,0,1,9,2,20,43,294.217,38,1,1,0,8,2016-09-14
0,0,0,1,9,3,13,50,294.217,31,1,1,0,1,2016-09-15
0,0,0,0,9,3,20,43,294.217,38,1,1,0,0,2016-09-15
0,0,0,1,9,4,31,40,294.217,25,1,1,1,3,2016-09-16
1,0,0,0,9,0,31,40,294.217,25,1,1,1,40,2016-09-26
1,0,0,0,9,0,51,38,294.217,31,1,0,0,8,2016-09-26
0,0,0,1,10,2,36,33,265.017,30,1,2,1,8,2016-10-05
0,0,0,1,10,2,11,37,265.017,29,3,1,1,4,2016-10-05
0,0,0,1,10,2,36,33,265.017,30,1,2,1,8,2016-10-05
0,0,0,1,10,3,36,33,265.017,30,1,2,1,8,2016-10-06
0,0,0,0,10,3,13,50,265.017,31,1,1,0,0,2016-10-06
0,0,0,0,10,3,25,47,265.017,32,1,2,1,0,2016-10-06
1,0,0,0,10,2,26,30,265.017,19,3,0,0,8,2016-10-12
1,0,0,0,10,2,10,37,265.017,28,1,0,0,3,2016-10-12
0,0,0,1,10,2,17,31,265.017,25,1,3,0,8,2016-10-12
0,0,0,1,10,4,51,38,265.017,31,1,0,0,1,2016-10-14
1,0,0,0,10,4,26,30,265.017,19,3,0,0,64,2016-10-14
0,0,0,0,10,4,20,43,265.017,38,1,1,0,0,2016-10-14
0,0,1,0,10,5,36,33,265.017,30,1,2,1,16,2016-10-15
0,0,0,1,10,6,50,36,265.017,23,1,4,0,3,2016-10-16
0,0,0,0,10,6,20,43,265.017,38,1,1,0,0,2016-10-16
0,0,0,1,10,2,20,43,265.017,38,1,1,0,2,2016-10-19
0,0,0,1,10,2,20,43,265.017,38,1,1,0,2,2016-10-19
0,0,0,1,10,3,13,50,265.017,31,1,1,0,1,2016-10-20
0,0,0,1,10,3,31,40,265.017,25,1,1,1,4,2016-10-20
0,0,0,1,10,5,26,30,265.017,19,3,0,0,16,2016-10-22
0,0,0,1,10,5,13,50,265.017,31,1,1,0,1,2016-10-22
1,0,0,0,10,2,52,28,265.017,27,1,1,4,8,2016-10-26
0,0,0,0,10,3,50,36,265.017,23,1,4,0,0,2016-10-27
0,0,0,0,10,3,31,40,265.017,25,1,1,1,0,2016-10-27
0,0,0,0,10,3,27,29,265.017,22,1,0,0,0,2016-10-27
1,0,0,0,10,4,26,30,265.017,19,3,0,0,5,2016-10-28
1,0,0,0,10,4,26,30,265.017,19,3,0,0,5,2016-10-28
0,0,0,1,10,5,13,50,265.017,31,1,1,0,1,2016-10-29
1,0,0,0,11,0,10,37,284.031,28,1,0,0,8,2016-11-07
0,0,0,1,11,0,25,47,284.031,32,1,2,1,2,2016-11-07
1,0,0,0,11,1,51,38,284.031,31,1,0,0,8,2016-11-08
0,0,0,1,11,4,50,36,284.031,23,1,4,0,3,2016-11-11
0,0,0,1,11,0,31,40,284.031,25,1,1,1,1,2016-11-14
1,0,0,0,11,0,49,36,284.031,21,1,2,4,8,2016-11-14
1,0,0,0,11,0,12,34,284.031,25,1,2,0,120,2016-11-14
0,0,0,1,11,0,20,43,284.031,38,1,1,0,8,2016-11-14
0,0,0,0,11,1,16,28,284.031,25,2,0,0,0,2016-11-15
0,0,1,0,11,2,11,37,284.031,29,3,1,1,1,2016-11-16
1,0,0,0,11,2,10,37,284.031,28,1,0,0,3,2016-11-16
0,0,0,1,11,3,11,37,284.031,29,3,1,1,2,2016-11-17
0,0,0,1,11,3,51,38,284.031,31,1,0,0,3,2016-11-17
1,0,0,0,11,4,25,41,284.031,23,1,0,0,8,2016-11-18
1,0,0,0,11,4,31,40,284.031,25,1,1,1,4,2016-11-18
1,0,0,0,11,0,25,41,284.031,23,1,0,0,8,2016-11-21
0,0,0,1,11,1,51,38,284.031,31,1,0,0,1,2016-11-22
1,0,0,0,11,2,50,36,284.031,23,1,4,0,8,2016-11-23
0,1,0,0,11,4,50,36,284.031,23,1,4,0,8,2016-11-25
0,0,0,0,11,4,49,36,284.031,21,1,2,4,0,2016-11-25
0,0,0,0,11,1,5,39,284.031,24,1,2,0,0,2016-11-29
0,0,0,1,11,3,51,38,284.031,31,1,0,0,1,2016-11-24
1,0,0,0,12,0,26,28,236.62900000000002,24,1,1,2,3,2016-12-05
0,0,0,1,12,0,51,38,236.62900000000002,31,1,0,0,2,2016-12-05
0,0,0,1,12,0,51,38,236.62900000000002,31,1,0,0,1,2016-12-05
0,0,0,1,12,0,11,37,236.62900000000002,29,3,1,1,3,2016-12-05
0,0,0,1,12,1,13,50,236.62900000000002,31,1,1,0,1,2016-12-06
0,0,0,1,12,4,50,36,236.62900000000002,23,1,4,0,4,2016-12-09
1,0,0,0,12,3,25,41,236.62900000000002,23,1,0,0,8,2016-12-15
0,0,0,1,12,3,51,38,236.62900000000002,31,1,0,0,1,2016-12-15
0,0,0,1,12,4,51,38,236.62900000000002,31,1,0,0,1,2016-12-16
0,0,0,1,12,1,26,30,236.62900000000002,19,3,0,0,1,2016-12-20
0,0,0,1,12,1,10,37,236.62900000000002,28,1,0,0,8,2016-12-20
0,0,0,1,12,3,11,37,236.62900000000002,29,3,1,1,2,2016-12-22
0,0,0,1,12,4,51,38,236.62900000000002,31,1,0,0,1,2016-12-23
1,0,0,0,12,1,20,43,236.62900000000002,38,1,1,0,8,2016-12-20
1,0,0,0,12,1,11,37,236.62900000000002,29,3,1,1,4,2016-12-20
0,0,0,1,12,2,50,36,236.62900000000002,23,1,4,0,8,2016-12-21
0,0,0,1,12,0,27,29,236.62900000000002,22,1,0,0,2,2016-12-19
0,0,0,1,12,0,51,38,236.62900000000002,31,1,0,0,3,2016-12-19
0,0,1,0,12,0,36,33,236.62900000000002,30,1,2,1,8,2016-12-19
0,0,0,1,1,2,26,28,330.061,24,1,1,2,5,2017-01-04
0,0,1,0,1,0,10,37,330.061,28,1,0,0,32,2017-01-09
0,0,0,1,1,0,12,34,330.061,25,1,2,0,2,2017-01-09
1,0,0,0,1,1,11,37,330.061,29,3,1,1,1,2017-01-03
0,0,0,1,1,1,12,34,330.061,25,1,2,0,4,2017-01-03
0,0,0,1,1,0,36,33,330.061,30,1,2,1,8,2017-01-09
1,0,0,0,1,2,31,40,330.061,25,1,1,1,8,2017-01-11
0,0,0,1,1,0,20,43,330.061,38,1,1,0,8,2017-01-16
0,0,0,1,1,0,13,50,330.061,31,1,1,0,4,2017-01-16
0,0,0,1,1,2,51,38,330.061,31,1,0,0,1,2017-01-25
